"id","statuses_count","followers_count","friends_count","favourites_count","listed_count","retweet_count","reply_count","favorite_count","num_hashtags","num_urls","num_mentions"
"75522479","8890","189","283","176","2","19.01",\N,"0.04","0.44","0.04","0.86"
"75777355","13300","238","158","1905","5","450.46",\N,"0.11","0.30","0.14","0.49"
"76286424","6212","369","198","103","5","2.73",\N,"0.04","0.46","0.06","0.64"
"76612795","250","50","67","7","0","170.00","0.09","0.02","0.16","0.46","0.74"
"76982240","1570","243","761","388","9","529.07",\N,"0.04","0.96","0.49","1.05"
"77165019","1111","84","601","0","3","737.22",\N,"0.02","0.34","0.42","1.09"
"77243029","4812","575","860","30","18","0.85",\N,"0.01","0.34","0.23","0.77"
"77528520","34098","13890","12773","85","486","3.43",\N,"0.49","0.68","0.30","1.10"
"78116487","6273","588","868","16","9","15.85",\N,"0.06","1.13","0.35","0.71"
"78719596","183","17","78","3","1","54.26",\N,"0.00","0.36","0.03","0.98"
"78845364","1116","117","138","13","5","17.62","0.04","0.01","1.00","0.48","0.80"
"80000814","8387","214","314","3049","11","65.38",\N,"0.02","0.59","0.15","0.79"
"80849401","1883","123","154","5","6","61.37","0.02","0.00","0.15","0.59","0.78"
"81056258","1373","281","405","127","3","21.14",\N,"0.05","0.68","0.09","0.55"
"81218261","33","20","95","0","0","19.44",\N,"0.06","0.70","0.13","0.89"
"81239268","2636","54","100","0","0","39.03",\N,"0.02","0.12","0.16","0.24"
"81352611","3199","111","216","289","7","44.22",\N,"0.01","0.74","0.07","1.25"
"81592426","16037","635","320","86","16","3.79",\N,"0.05","0.14","0.25","0.87"
"81680710","5756","554","1853","32","10","26.74",\N,"0.03","1.09","0.13","1.09"
"81915249","4712","469","1988","98","5","28.96",\N,"0.01","0.35","0.40","0.99"
"82062642","142","75","171","0","0","0.74","0.13","0.05","0.28","0.26","0.28"
"82068999","1497","153","308","121","3","4.73",\N,"0.30","0.41","0.21","1.60"
"82118682","88","19","39","9","0","23.40","0.03","0.01","0.45","0.41","0.43"
"82324675","1959","289","364","56","1","41.97",\N,"0.01","0.34","0.48","1.04"
"82837121","7838","213","506","180","9","20.29",\N,"0.02","0.30","0.39","0.93"
"83087554","1476","125","187","0","0","529.20",\N,"0.00","0.08","0.41","0.20"
"83236897","5367","409","1159","27","25","4.27",\N,"0.01","1.23","0.64","0.40"
"83338869","1407","263","414","72","4","15.00",\N,"0.02","0.30","0.21","0.72"
"83581269","873","122","427","33","2","825.96",\N,"0.03","0.14","0.81","0.21"
"83811813","4166","280","536","632","15","22.36",\N,"0.05","1.03","0.27","1.04"
"84114885","2396","46","68","154","0","79.44",\N,"0.03","0.38","0.17","0.61"
"84214494","1913","151","1172","171","0","325.49",\N,"0.01","0.67","0.33","0.77"
"84361482","6581","181","174","57","6","32.76","0.18","0.04","0.30","0.12","0.80"
"84426046","96","23","60","1","0","65.36",\N,"0.01","0.52","0.32","0.66"
"84543942","40","45","65","1","1","2.90","0.08","0.03","0.28","0.36","0.44"
"84561646","540","116","220","45","1","40.36",\N,"0.07","0.63","0.03","1.11"
"84596057","21069","2221","1636","944","26","4.01",\N,"0.41","0.09","0.05","0.78"
"84838434","7014","244","395","11","5","22.06","0.23","0.03","0.63","0.10","0.64"
"85184915","6256","517","34","264","3","17.95",\N,"0.11","0.64","0.21","1.03"
"85305729","4043","126","126","98","1","120.93",\N,"0.03","0.29","0.24","0.70"
"85391583","6213","245","153","0","11","6.49",\N,"0.01","0.46","0.27","0.34"
"85637186","4418","111","282","146","1","73.17",\N,"0.02","0.69","0.44","0.80"
"85668015","478","34","77","2","0","15.70",\N,"0.01","0.43","0.10","0.97"
"85850428","7","5","59","0","0","0.00","0.43","0.00","0.29","0.14","0.57"
"85866409","6631","292","611","66","3","109.38",\N,"0.08","0.42","0.16","0.52"
"86036102","93","18","186","28","0","33.79",\N,"0.04","0.89","0.12","0.44"
"86353404","802","44","63","29","0","8.68",\N,"0.00","0.31","0.26","0.38"
"86525417","315","44","138","9","0","2515.13",\N,"0.02","0.99","0.15","0.47"
"86538176","3298","463","685","0","15","1.82","0.02","0.01","0.39","0.60","0.52"
"86561552","831","75","217","519","0","18.24",\N,"0.17","0.12","0.04","0.63"
"86612717","277","35","139","0","1","2858.79",\N,"0.00","0.42","0.62","0.52"
"86626503","704","346","1375","7","2","373.71","0.08","0.04","0.29","0.75","0.89"
"86741673","4082","244","294","257","0","171.07",\N,"0.07","0.29","0.04","0.35"
"86981924","334","21","368","3","0","1.71",\N,"0.00","0.11","0.13","0.19"
"86999643","175","29","76","49","0","191.50","0.15","0.01","0.24","0.08","0.85"
"87029466","4","2","11","0","0","0.00","0.00","0.00","0.25","0.75","0.25"
"87654715","299","29","28","3","0","0.75",\N,"0.07","0.88","0.33","0.64"
"88528666","319","40","53","1","0","95.74",\N,"0.02","0.62","0.17","0.66"
"89237976","549","123","213","2","0","8.70",\N,"0.00","0.23","0.36","0.20"
"89734891","618","22","125","207","0","27.23",\N,"0.02","0.24","0.50","0.67"
"90436636","13260","633","1189","329","18","49.39","0.37","0.03","0.33","0.35","2.24"
"90626911","160","152","293","1","7","19.46","0.06","0.00","0.23","0.06","0.75"
"91303893","421","48","96","1","0","0.22",\N,"0.00","1.12","0.82","0.23"
"91696007","1378","269","622","17","1","44.55","0.06","0.03","0.51","0.94","0.45"
"91866630","17642","15206","51","7488","113","7.90","1.74","5.49","0.62","0.18","0.90"
"91866745","27096","1057","280","33","13","22.76",\N,"0.12","0.24","0.22","0.48"
"92225723","1205","233","40","29","1","11.72",\N,"0.04","0.42","0.40","0.72"
"92403540","1667","408372","194","4","744","16.81",\N,"10.01","0.18","0.51","0.68"
"93259719","9057","504","401","3891","9","9.36",\N,"0.14","0.56","0.16","0.99"
"93378883","62908","4229","3388","438","170","1.80","0.66","0.33","0.25","0.18","1.06"
"93648877","294","30","96","4","0","5.49",\N,"0.02","1.09","0.45","0.36"
"94841494","294","42","81","13","0","24.20",\N,"0.12","0.73","0.14","0.74"
"95008519","508","479","261","0","17","9.73",\N,"0.12","0.55","0.38","0.48"
"95243555","4476","612","257","267","35","0.65",\N,"0.03","0.21","0.08","0.74"
"95452901","1132","131","193","4","1","46.08",\N,"0.00","0.59","0.13","1.06"
"96109716","10479","89","29","238","6","57.07","0.03","0.02","0.74","0.30","0.80"
"96114847","4","1","7","0","0","0.00","0.33","0.00","0.33","0.33","0.67"
"96146127","1034","61","23","0","2","0.06","0.01","0.01","0.22","0.58","0.06"
"96338067","364","74","182","4","1","12.43",\N,"0.01","0.46","0.26","0.43"
"96360063","4265","224","212","1762","1","17.13","0.15","0.11","0.33","0.25","0.96"
"96450599","2872","572","466","33","22","23.20","0.23","0.08","0.94","0.20","0.85"
"96454595","531","45","81","0","0","0.22","0.05","0.00","0.06","0.18","0.27"
"96586973","1181","55","271","6","0","14.53",\N,"0.04","0.37","0.05","0.50"
"96727791","434","19","68","3","1","104.52","0.24","0.01","0.33","0.17","0.81"
"96737211","168","61","189","15","1","28.82","0.30","0.03","0.49","0.08","0.95"
"98127075","521","58","266","0","2","7.18","0.01","0.02","0.25","0.78","0.59"
"98481107","360","95","213","1","0","103.98",\N,"0.03","0.38","0.09","0.60"
"98913291","28","19","253","12","0","0.04",\N,"0.00","0.13","0.83","0.25"
"100459808","159","27","255","2","0","86.79",\N,"0.03","0.91","0.10","1.21"
"100996879","649","68","178","60","1","78.36",\N,"0.00","0.25","0.22","0.31"
"101503282","2264","169","1021","30","2","68.21",\N,"0.02","0.80","0.07","0.90"
"102422355","67","15","76","0","0","890.80",\N,"0.00","0.49","0.06","0.45"
"102760709","3833","111","216","0","1","51.97",\N,"0.00","0.14","0.05","0.41"
"103055195","76","30","96","8","0","64.91",\N,"0.03","0.62","0.08","0.96"
"103087081","376","52","137","60","0","55.61","0.22","0.06","0.78","0.13","0.63"
"103304208","495","34","68","5","0","64.73",\N,"0.01","0.19","0.16","0.81"
"104235671","2349","76","377","8","0","41.16",\N,"0.01","0.68","0.14","1.10"
"104566770","10619","11089","565","776","245","2.80",\N,"2.01","0.08","0.11","0.27"
"104754590","820","227","521","20","5","7.68",\N,"0.04","0.59","0.78","0.43"
"104770020","758","102","254","2","2","11.77",\N,"0.03","0.48","0.10","0.77"
"104775098","1065","144","543","156","0","69.22",\N,"0.01","0.38","0.39","0.78"
"104818930","380","65","186","1","0","70.69",\N,"0.00","0.31","0.59","0.50"
"104897833","9971","1271","619","10146","15","8.68",\N,"0.88","0.04","0.03","0.85"
"105128951","117","53","56","1","2","20.10",\N,"0.01","0.72","0.29","0.24"
"105429377","14467","1612","1581","431","10","1.97",\N,"0.54","0.22","0.02","1.03"
"105496654","1869","95","135","42","0","18.93",\N,"0.02","1.01","0.13","0.32"
"105768989","933","374","165","27","14","128.24","0.16","0.29","0.45","0.34","0.83"
"106456147","504","133","270","1","3","1710.20",\N,"0.01","0.74","0.23","0.75"
"107193314","3199","207","246","1","2","29.77","0.09","0.00","0.84","0.27","0.50"
"107216254","360","190","620","12","0","10.47",\N,"0.06","0.33","0.53","1.00"
"107421428","2620","357","826","17","1","3546.36",\N,"0.00","0.18","0.07","0.73"
"107471115","3962","1275","215","0","84","15.98","0.25","0.28","1.38","0.45","0.64"
"107990833","3461","239","348","458","4","8.13",\N,"0.09","0.82","0.15","0.99"
"107991930","125","56","96","2","0","6.12","0.09","0.02","0.51","0.73","0.77"
"108051742","173","34","30","0","0","2.07","0.01","0.01","0.08","0.82","0.44"
"108148833","9966","115","454","60","10","336.39",\N,"0.01","0.10","0.45","0.52"
"108557681","2765","2698","261","56","159","6.32",\N,"0.09","1.27","0.19","0.76"
"109079114","24057","1076","840","69","36","4.10",\N,"0.19","0.89","0.02","1.18"
"109651861","6169","390","837","8","1","10.47","0.23","0.04","0.57","0.23","0.51"
"109848907","834","108","363","40","0","18.20","0.17","0.13","0.69","0.10","0.71"
"110177863","1632","272","664","82","15","41.06","0.13","0.02","0.58","0.38","1.14"
"110273768","30909","2818","3032","1981","87","3.20",\N,"0.29","0.12","0.10","0.88"
"110439086","2685","68","258","585","1","55.77",\N,"0.02","0.41","0.13","0.97"
"110942781","161","72","14","3","2","69.43",\N,"0.02","0.66","0.08","0.43"
"111054613","264","88","160","69","0","16.84","0.04","0.04","0.22","0.76","0.66"
"111354131","2656","95","174","224","3","72.79",\N,"0.07","0.49","0.18","0.74"
"111628975","4625","121","256","129","1","44.13",\N,"0.01","0.29","0.29","0.84"
"111924058","16955","3286","2743","2","87","7.08",\N,"0.11","0.55","0.05","0.73"
"112232553","35","11","42","0","0","0.03","0.20","0.00","0.14","0.17","0.31"
"112419862","2131","464","718","40","11","1.15","0.05","0.03","0.50","0.52","0.37"
"112745297","4067","777","1995","347","22","6.19",\N,"0.01","0.30","0.24","0.70"
"112986371","5157","128","389","3","2","12.97","0.00","0.00","0.60","0.81","0.58"
"113134931","8","11","15","0","0","0.00","0.00","0.00","0.14","1.00","0.43"
"113487244","4190","140","190","46","0","14.70",\N,"0.02","0.29","0.18","0.49"
"113746083","14246","932","781","4047","30","4.01",\N,"0.60","0.40","0.48","2.12"
"113971060","387","8","37","6","0","63.16","0.01","0.00","0.34","0.46","0.66"
"114467204","594","44","91","0","0","6.24",\N,"0.01","0.26","0.11","0.90"
"114541436","360","81","182","78","0","17.29",\N,"0.26","0.94","0.07","0.85"
"114726248","1368","188","673","5","1","54.29","0.12","0.04","0.66","0.24","0.91"
"114849265","10043","362","233","56","4","69.10",\N,"0.07","0.29","0.06","0.41"
"115340992","707","27","59","1","1","1269.92",\N,"0.04","0.62","0.21","0.94"
"115349856","444","125","452","16","4","19.04",\N,"0.01","0.73","0.68","0.67"
"115955798","15131","2107","1898","1170","28","5.53",\N,"0.22","0.45","0.59","1.13"
"116190007","5936","200","461","81","4","58.56",\N,"0.02","0.47","0.09","0.81"
"116538160","540","57","104","14","0","1544.03",\N,"0.04","0.47","0.18","0.55"
"117463248","889","201","500","7","5","1020.85",\N,"0.02","0.39","0.54","0.49"
"117708359","3980","625","268","267","8","10.06",\N,"0.09","0.50","0.05","0.83"
"117755159","5558","872","625","3146","7","2.86",\N,"0.40","0.20","0.04","0.97"
"118024286","1656","126","650","20","0","1097.26",\N,"0.02","0.54","0.16","0.81"
"118197667","349","45","21","0","3","86.79","0.13","0.03","0.56","0.36","0.51"
"118241739","16","21","52","0","0","0.00","0.06","0.00","0.13","0.13","0.25"
"118339229","3139","237","487","32","7","37.03",\N,"0.01","0.67","0.32","0.94"
"118667244","1215","196","471","7","2","87.50","0.09","0.07","0.81","0.15","1.14"
"118898139","5660","554","937","6","23","0.06",\N,"0.01","0.16","0.92","0.03"
"119065059","476","347","431","4","8","52.50",\N,"0.00","0.29","0.55","0.82"
"120720544","15795","6403","5835","10365","28","7.82",\N,"0.39","0.51","0.08","1.25"
"121045001","1720","240","427","3","12","22.64","0.18","0.07","0.42","0.19","0.58"
"122111595","1363","1723","429","8","42","22.40","0.06","0.08","0.29","0.57","0.83"
"123582130","63","10","41","10","0","14.05",\N,"0.02","0.63","0.03","0.70"
"123912727","621","25","135","2","0","66.72",\N,"0.00","0.60","0.44","0.77"
"124439362","160","53","487","1","1","121.51",\N,"0.00","0.83","0.22","0.91"
"124578978","9410","577","776","448","7","5.27",\N,"0.07","0.24","0.08","0.42"
"125088832","777","87","305","0","2","2.96",\N,"0.02","0.98","0.47","0.58"
"125622122","1083","237","394","44","9","132.46","0.15","0.08","1.10","0.27","0.64"
"125796953","4440","386","306","168","8","14.94","0.24","0.03","0.33","0.33","0.81"
"126065059","144","97","118","16","3","5.71","0.17","0.02","0.60","0.10","0.62"
"126611558","12332","1646","1454","95","129","7.40","0.23","0.10","0.51","0.40","1.49"
"126727689","10378","286","538","321","3","22.98",\N,"0.05","0.55","0.38","1.26"
"126737626","622","49","218","7","1","45.86",\N,"0.04","0.68","0.07","0.75"
"128587032","1550","235","533","5","3","20.11",\N,"0.03","0.13","0.06","0.83"
"128857854","4144","523","819","56","9","10.24","0.25","0.07","0.94","0.18","0.99"
"129176007","134","25","213","224","0","50.68","0.08","0.05","0.11","0.26","0.92"
"129214047","6634","326","423","136","1","31.63",\N,"0.06","0.17","0.11","1.00"
"129515952","7018","450","1142","1671","3","34.89","0.09","0.04","0.48","0.29","1.37"
"129586152","112","154","257","0","1","0.39",\N,"0.03","2.05","0.61","0.37"
"130766020","1671","86","80","50","2","28.13",\N,"0.04","0.23","0.25","0.71"
"131197741","11821","3219","957","12","94","5.80","0.86","0.43","0.90","0.17","1.53"
"131202911","7","55","226","0","0","0.00","0.14","0.00","0.29","0.00","1.00"
"131435310","887","547","1416","179","2","10.43",\N,"0.03","0.29","0.23","0.76"
"131559802","11177","425","403","67","5","4.61","0.13","0.05","0.38","0.19","0.55"
"131636321","730","63","171","36","0","1157.75","0.08","0.04","1.77","0.22","0.64"
"132104173","36944","582","437","702","10","6.20",\N,"0.04","0.09","0.32","0.50"
"132128902","200","43","203","2","2","5.62",\N,"0.01","0.52","0.04","0.74"
"132182052","104","63","295","0","1","85.86",\N,"0.00","0.41","0.28","0.67"
"132569641","3","9","59","0","0","9.00","0.00","0.00","1.00","0.67","3.00"
"132621562","101","22","29","3","0","0.17",\N,"0.00","0.14","0.41","0.26"
"132888488","1358","119","626","136","0","41.86",\N,"0.06","0.40","0.06","1.05"
"132983450","288","11","68","9","0","3888.17",\N,"0.00","0.42","0.41","1.10"
"133387350","251","18","20","0","0","0.01","0.01","0.00","0.00","0.55","0.06"
"133447001","883","1047","1516","7","10","5.95",\N,"0.03","0.54","0.40","0.79"
"134526134","8662","172","115","31","1","23.10",\N,"0.05","0.16","0.05","0.52"
"134803800","1352","1403","1442","287","6","7.23",\N,"0.13","0.34","0.53","0.55"
"135111235","639","136","471","12","1","22.44",\N,"0.02","0.39","0.53","0.71"
"135248338","441","36","166","0","0","63.88",\N,"0.01","1.11","0.05","0.77"
"135441917","5369","300","102","28","3","4.36",\N,"0.06","0.98","0.59","0.65"
"135525784","30010","478","261","659","13","57.42",\N,"0.03","0.14","0.16","0.31"
"135894129","3366","78","215","6","0","2.31",\N,"0.00","0.17","0.02","0.51"
"136368506","28","10","39","4","0","421.52","0.07","0.04","0.56","0.22","0.48"
"136622745","1529","315","706","1409","1","31.29",\N,"0.17","0.67","0.16","0.85"
"136692380","2212","117","287","2","2","37.92",\N,"0.00","0.31","0.65","0.73"
"137390297","252","53","411","6","0","191.89",\N,"0.00","1.26","0.33","0.36"
"138322603","272","106","232","106","0","36.76",\N,"0.41","0.84","0.02","0.79"
"138438793","3088","221","561","723","0","46.81",\N,"0.11","0.97","0.15","1.08"
"138529938","629","61","179","236","1","126.32",\N,"0.02","0.36","0.17","0.80"
"138867555","3134","162","369","422","5","7.50",\N,"0.07","0.61","0.16","0.66"
"139321563","844","73","126","8","0","15.54","0.05","0.02","0.21","0.50","0.35"
"140030010","4145","3137","142","24","58","1.53",\N,"0.05","0.95","0.74","0.55"
"140191830","236","71","109","225","0","155.18",\N,"0.01","0.25","0.02","0.87"
"140410819","520","101","286","98","1","8.86",\N,"0.07","0.31","0.12","0.32"
"140527863","826","601","1583","1","7","1.42","0.21","0.03","0.34","0.04","0.18"
"141669233","9824","195","117","102","8","31.28",\N,"0.05","0.45","0.10","0.50"
"142238323","493","300","310","3","6","2552.37",\N,"0.07","0.73","0.29","1.01"
"142239909","164","17","77","244","0","415.50","0.02","0.01","0.51","0.37","0.81"
"142335653","6475","438","938","983","3","33.16",\N,"0.08","0.56","0.43","1.01"
"143990497","137","13","48","4","0","7.72",\N,"0.04","0.66","0.07","0.30"
"144207876","1257","160","243","259","1","3.15",\N,"0.14","0.59","0.10","0.86"
"144226252","2957","165","276","394","6","27.91","0.20","0.04","0.82","0.21","0.77"
"144305807","5671","210","235","161","3","12.25",\N,"0.06","0.77","0.09","0.63"
"145422178","407","32","133","8","0","53.57","0.06","0.03","1.02","0.32","0.69"
"145748083","1149","45","85","19","0","17.41",\N,"0.02","0.42","0.33","0.29"
"146093361","4323","80","40","99","2","120.59",\N,"0.03","0.35","0.23","0.82"
"146215776","48363","1499","313","65","49","17.55","0.16","0.10","0.87","0.43","0.60"
"148536610","1063","88","228","35","1","28.99",\N,"0.01","0.08","0.36","0.32"
"149248959","10442","831","1001","1392","23","15.32","0.13","0.32","1.69","0.26","1.21"
"149278846","106","74","334","0","0","108.98",\N,"0.03","1.20","0.18","0.75"
"150026364","1368","252","627","98","1","17.82",\N,"0.07","0.47","0.38","0.74"
"150307637","770","42","149","28","0","13.60",\N,"0.04","0.56","0.07","0.75"
"150983977","5755","201","165","3","0","5.75",\N,"0.02","0.87","0.16","0.79"
"151590831","3907","315","460","31","5","297.66",\N,"0.09","0.21","0.07","0.93"
"151602547","1465","61","158","38","2","650.43",\N,"0.02","0.11","0.56","0.24"
"151607467","351","154","256","4","2","16.15","0.06","0.03","0.11","0.87","0.79"
"151832482","3653","84","118","23","0","13.75",\N,"0.07","1.07","0.22","0.72"
"152905850","7139","653","691","3","34","4.52","0.13","0.24","0.99","0.23","0.39"
"153094652","3569","127","290","4","3","23.07",\N,"0.00","0.72","0.36","0.66"
"153324815","8707","1053","448","400","30","1.82",\N,"0.29","0.11","0.16","0.89"
"154197349","1148","32","82","7","1","1.98","0.00","0.00","0.02","0.95","0.06"
"154267358","1254","54","219","2","0","4.15",\N,"0.02","0.06","0.01","1.08"
"154477852","353","93","263","18","0","38.91","0.08","0.09","0.90","0.21","0.67"
"154547583","1433","488","1095","5","6","27.05","0.01","0.03","0.70","0.35","0.64"
"154588620","22534","715","792","141","2","266.72",\N,"0.06","0.31","0.18","0.85"
"154624409","257","43","64","15","0","11.72",\N,"0.02","1.06","0.59","0.33"
"155845161","3204","120","253","4","0","28.26",\N,"0.01","0.26","0.43","0.32"
"156039467","2641","298","861","127","4","37.79","0.04","0.07","0.30","0.44","0.60"
"157042531","49672","14271","376","426","177","15.91","1.30","1.35","0.07","0.03","1.02"
"157290467","1875","97","198","525","0","108.76",\N,"0.18","0.34","0.03","0.68"
"157604170","901","150","391","9","3","61.49","0.13","0.04","0.29","0.29","0.56"
"158859711","1287","22","105","4","0","417.22",\N,"0.03","0.19","0.09","0.43"
"159923003","6793","210","175","23","2","195.03",\N,"0.04","0.33","0.20","0.82"
"159931202","431","29","195","12","0","39.08",\N,"0.00","0.31","0.21","0.63"
"160466484","32223","4053","956","3025","54","25.94",\N,"1.03","0.18","0.10","0.98"
"160557792","1436","28","53","10","2","21.43","0.08","0.01","0.44","0.44","0.37"
"160883386","107","89","81","4","0","3.65",\N,"0.15","0.63","0.04","0.83"
"161612145","8679","274","251","257","37","322.51",\N,"0.02","0.14","0.06","0.44"
"161845690","5707","281","259","2535","1","4.66",\N,"0.24","0.11","0.02","0.39"
"162092995","951","47","123","38","1","764.68",\N,"0.01","0.36","0.03","0.68"
"163025432","485","423","400","0","1","9.46",\N,"0.02","0.69","0.06","2.12"
"163075114","2402","992","1190","4","10","95.59","0.07","0.01","0.17","0.19","0.85"
"163354973","834","102","252","15","0","6.61",\N,"0.04","1.12","0.54","0.40"
"163425928","666","33","135","1","0","5.15",\N,"0.01","3.08","0.74","0.19"
"163479707","3639","406","244","1","11","7.25","0.17","0.08","0.29","0.36","0.93"
"163932767","6812","163","445","253","2","9.61",\N,"0.04","0.62","0.10","0.38"
"164074870","1462","68","96","6","0","559.48",\N,"0.03","0.88","0.09","0.21"
"165042220","746","61","203","9","0","15.37",\N,"0.03","0.64","0.11","0.60"
"165751518","28833","329","588","61","11","48.95",\N,"0.04","0.30","0.16","1.33"
"166094049","1583","46","98","3756","2","87.36",\N,"0.01","0.47","0.39","0.69"
"167823878","1772","285","257","2","13","3.54","0.18","0.05","0.55","0.29","0.64"
"168422352","572","133","209","37","0","41.16",\N,"0.05","0.67","0.05","0.81"
"168761446","2917","395","700","12","8","4.91",\N,"0.04","0.67","0.05","0.53"
"168791182","3847","183","132","2345","0","61.68",\N,"0.13","0.67","0.05","0.72"
"170352080","12381","297","215","259","3","9.86",\N,"0.09","0.46","0.03","0.72"
"170384943","5299","1218","554","13","18","11.35",\N,"0.09","0.29","0.03","0.70"
"170642321","2511","66","58","0","0","21.86",\N,"0.15","0.42","0.02","0.91"
"170649757","9","19","139","3","0","352.00",\N,"0.00","1.22","0.22","0.44"
"170745775","154","45","94","6","0","1.83",\N,"0.01","0.25","0.27","0.50"
"171422343","861","32","93","2","1","23.55",\N,"0.02","1.32","0.13","0.91"
"171640056","5969","338","700","1","3","15.54","0.01","0.00","0.21","0.84","0.51"
"171971541","4","10","16","0","0","38.00","0.00","0.00","0.25","0.50","1.00"
"173006814","716","149","428","109","0","171.44",\N,"0.01","0.34","0.12","0.91"
"173164569","4428","1228","970","934","4","17.91",\N,"0.22","0.18","0.11","0.73"
"173411197","390","98","375","17","0","34.75","0.01","0.03","0.33","0.49","0.87"
"173662542","9115","464","410","3531","9","10.52",\N,"0.50","0.09","0.03","1.08"
"173788566","259","97","126","53","0","18.61",\N,"0.05","0.83","0.03","1.33"
"174354016","58","48","354","11","0","126.96","0.16","0.00","0.88","0.45","1.22"
"174747861","18470","1341","2002","4279","7","16.66",\N,"0.59","0.47","0.05","1.05"
"174762418","2493","275","549","8","0","455.97",\N,"0.01","0.31","0.27","0.94"
"176362396","1549","92","469","399","0","132.46",\N,"0.08","0.55","0.06","0.58"
"177299735","22257","495","413","113","1","137.07",\N,"0.05","0.11","0.19","0.54"
"178507135","47918","3074","1686","434","42","14.66",\N,"0.17","0.03","0.11","0.94"
"179588209","115","16","67","2","0","183.10",\N,"0.16","0.52","0.15","0.53"
"180573776","5747","70","258","0","2","14.22","0.21","0.01","0.31","0.07","0.79"
"180912768","234","20","162","1","1","652.01","0.11","0.01","0.44","0.07","0.64"
"181191549","280","117","184","4","1","32.54",\N,"0.02","0.43","0.14","0.28"
"181477746","12834","678","337","1903","12","7.16",\N,"0.32","0.14","0.06","0.92"
"182342223","1172","206","341","77","1","14.64",\N,"0.05","0.42","0.22","0.75"
"182511218","94","83","769","5","0","36.21","0.02","0.01","0.67","0.87","0.67"
"183148817","32448","1330","1609","834","23","11.91",\N,"0.22","0.14","0.05","0.89"
"183149280","144","58","194","67","0","36.96",\N,"0.11","0.83","0.12","0.50"
"183201799","4392","418","1020","6","1","211.05",\N,"0.01","0.66","0.37","0.75"
"183559621","3450","127","123","11","3","0.26",\N,"0.02","0.08","0.06","0.32"
"183959464","7605","269","289","56","1","170.75","0.17","0.15","0.47","0.08","0.50"
"184048837","3233","106","295","8","1","31.18","0.06","0.03","1.08","0.33","0.95"
"184102704","691","61","153","34","0","35.47",\N,"0.09","0.93","0.44","0.64"
"184777483","869","55","335","106","0","89.21","0.06","0.05","0.55","0.28","0.67"
"184812764","6554","411","560","637","10","5.44",\N,"0.06","0.25","0.29","0.66"
"185178011","66","10","29","2","0","36.47","0.41","0.02","0.36","0.16","0.84"
"185390609","1824","156","91","57","4","79.00",\N,"0.03","0.93","0.49","1.08"
"185771893","322","29","101","4","0","43.00","0.10","0.00","0.66","0.31","0.82"
"187185454","3110","128","178","63","2","352.56",\N,"0.04","0.61","0.23","0.98"
"187491410","922","174","383","67","0","8.22",\N,"0.07","1.13","0.12","1.11"
"187536784","12826","5109","63","1890","54","4.23",\N,"2.38","0.09","0.05","0.26"
"188043254","40614","1139","1645","3256","21","1.72","0.48","0.26","0.63","0.04","1.65"
"188047458","15537","496","463","284","21","28.11","0.11","0.05","0.32","0.21","1.62"
"189152524","176","21","71","3","0","0.06","0.15","0.01","0.27","0.10","0.73"
"189179659","15703","337","321","123","4","379.97",\N,"0.04","0.23","0.37","0.51"
"189263728","185","128","487","121","2","6.83",\N,"0.26","0.99","0.32","0.49"
"190225727","117","20","92","2","0","10.34",\N,"0.02","1.09","0.12","0.29"
"190383002","1291","310","341","15","0","54.84",\N,"0.09","0.36","0.09","0.86"
"190569663","2630","44","133","16","1","142.47",\N,"0.00","0.23","0.44","1.06"
"190591610","3800","110","270","251","1","293.08",\N,"0.04","0.43","0.18","0.44"
"191391803","1535","56","158","96","1","46.92",\N,"0.01","1.57","0.17","0.58"
"191781461","363","35","236","11","0","124.45",\N,"0.03","1.19","0.23","0.67"
"192912616","46","22","32","0","2","42.66","0.10","0.00","0.15","0.10","0.37"
"193657123","3597","111","209","1","1","21.68",\N,"0.02","0.46","0.06","0.25"
"193786482","471","87","361","3","1","22.18",\N,"0.01","0.29","0.08","0.59"
"194232740","450","46","205","6","1","125.16",\N,"0.01","0.47","0.04","0.97"
"194896850","1359","1084","410","11","19","13.16",\N,"0.04","0.19","0.09","0.85"
"195322597","178","70","176","20","1","24.20",\N,"0.05","0.65","0.48","0.91"
"195413637","604","80","206","0","0","40.50",\N,"0.00","0.36","0.32","0.66"
"195763762","16173","914","953","0","22","5.08","0.40","0.11","0.19","0.11","0.76"
"196179205","1513","179","4","0","2","0.09","0.00","0.03","0.13","0.81","0.01"
"196514953","5811","1578","332","11","35","10.23",\N,"0.06","0.29","0.92","0.49"
"196852073","733","104","268","1","1","1164.60",\N,"0.01","1.24","0.20","0.55"
"197027748","108","104","81","31","1","8.55",\N,"0.44","1.59","0.16","0.51"
"197336556","274","20","80","4","0","11.05",\N,"0.02","0.15","0.03","0.39"
"197347453","11114","737","1968","437","2","8.09",\N,"0.27","0.17","0.05","1.16"
"197400952","266","21","50","32","0","2.96",\N,"0.12","0.40","0.11","0.46"
"197602470","1365","258","342","3","8","0.89",\N,"0.01","0.45","0.62","0.50"
"198136015","568","158","209","19","2","120.72",\N,"0.08","0.27","0.03","0.46"
"198196003","165","45","179","0","0","14.76",\N,"0.23","0.29","0.03","0.70"
"198418075","4837","222","338","5","0","19.17",\N,"0.05","1.20","0.08","0.62"
